model,UPC,short_name,long_name,brand,shipping_type,quantity,list,Shipping Cost
T430.500.002,012611458781,American Standard T430.500.002,American Standard T430.500.002 Chrome Berwick Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,191,10
T430.500.295,012611458798,American Standard T430.500.295,American Standard T430.500.295 Satin Berwick Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,268,10
T430.501.002,012611458743,American Standard T430.501.002,American Standard T430.501.002 Chrome Berwick Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,1,262,10
T430.501.295,012611458750,American Standard T430.501.295,American Standard T430.501.295 Satin Berwick Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,367,10
T430.502.002,012611458705,American Standard T430.502.002,American Standard T430.502.002 Chrome Berwick Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,1,296,10
T430.502.295,012611458712,American Standard T430.502.295,American Standard T430.502.295 Satin Berwick Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,415,10
T430.507.002,012611470660,American Standard T430.507.002,American Standard T430.507.002 Chrome Berwick Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,262,10
T430.507.295,012611470677,American Standard T430.507.295,American Standard T430.507.295 Satin Berwick Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,367,10
T430.508.002,012611470646,American Standard T430.508.002,American Standard T430.508.002 Chrome Berwick Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,296,10
T430.508.295,012611470653,American Standard T430.508.295,American Standard T430.508.295 Satin Berwick Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,415,10
T430.700.002,012611458880,American Standard T430.700.002,American Standard T430.700.002 Chrome Berwick Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,70,10
T430.700.295,012611458897,American Standard T430.700.295,American Standard T430.700.295 Satin Berwick Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,106,10
T430.702.002,012611458903,American Standard T430.702.002,American Standard T430.702.002 Chrome Berwick Volume Control Trim Kit with Metal Cross Handle,American Standard,Ground,0,70,10
T430.702.295,012611458910,American Standard T430.702.295,American Standard T430.702.295 Satin Berwick Volume Control Trim Kit with Metal Cross Handle,American Standard,Ground,0,106,10
T430.730.002,012611458842,American Standard T430.730.002,American Standard T430.730.002 Chrome Berwick Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,148,10
T430.730.295,012611458859,American Standard T430.730.295,American Standard T430.730.295 Satin Berwick Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,222,10
T430.732.002,012611458866,American Standard T430.732.002,American Standard T430.732.002 Chrome Berwick Central Thermostat Trim Kit with Metal Cross Handle,American Standard,Ground,0,148,10
T430.732.295,012611458873,American Standard T430.732.295,American Standard T430.732.295 Satin Berwick Central Thermostat Trim Kit with Metal Cross Handle,American Standard,Ground,0,222,10
T430.740.002,012611458828,American Standard T430.740.002,American Standard T430.740.002 Chrome Berwick 2-Handle Thermostat Trim Kit with Metal Handles,American Standard,Ground,1,212,10
T430.740.295,012611458835,American Standard T430.740.295,American Standard T430.740.295 Satin Berwick 2-Handle Thermostat Trim Kit with Metal Handles,American Standard,Ground,0,318,10
T440.430.002,012611459955,American Standard T440.430.002,American Standard T440.430.002 Chrome Quentin Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,90,10
T440.430.224,012611499654,American Standard T440.430.224,American Standard T440.430.224 Oil Rubbed Bronze Quentin Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,135,10
T440.430.295,012611459962,American Standard T440.430.295,American Standard T440.430.295 Satin Quentin Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,135,10
T440.500.002,012611459832,American Standard T440.500.002,American Standard T440.500.002 Chrome Quentin Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,153,10
T440.500.224,012611499616,American Standard T440.500.224,American Standard T440.500.224 Oil Rubbed Bronze Quentin Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,215,10
T440.500.295,012611459849,American Standard T440.500.295,American Standard T440.500.295 Satin Quentin Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,215,10
T440.501.002,012611459801,American Standard T440.501.002,American Standard T440.501.002 Chrome Quentin Shower Trim Kit Only with Metal Lever Handle and 12-in Shower Arm,American Standard,Ground,0,230,10
T440.501.224,012611499609,American Standard T440.501.224,American Standard T440.501.224 Oil Rubbed Bronze Quentin Shower Trim Kit Only with Metal Lever Handle and 12-in Shower Arm,American Standard,Ground,0,322,10
T440.501.295,012611459818,American Standard T440.501.295,American Standard T440.501.295 Satin Quentin Shower Trim Kit Only with Metal Lever Handle and 12-in Shower Arm,American Standard,Ground,0,322,10
T440.502.002,012611459771,American Standard T440.502.002,American Standard T440.502.002 Chrome Quentin Bath/Shower Trim Kit with Metal Lever Handle and 12-in Shower Arm,American Standard,Ground,0,274,10
T440.502.224,012611499593,American Standard T440.502.224,American Standard T440.502.224 Oil Rubbed Bronze Quentin Bath/Shower Trim Kit with Metal Lever Handle and 12-in Shower Arm,American Standard,Ground,0,384,10
T440.502.295,012611459788,American Standard T440.502.295,American Standard T440.502.295 Satin Quentin Bath/Shower Trim Kit with Metal Lever Handle and 12-in Shower Arm,American Standard,Ground,0,384,10
T440.507.002,012611520600,American Standard T440.507.002,American Standard T440.507.002 Chrome Quentin Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,230,10
T440.507.224,012611520617,American Standard T440.507.224,American Standard T440.507.224 Oil Rubbed Bronze Quentin Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,322,10
T440.507.295,012611520624,American Standard T440.507.295,American Standard T440.507.295 Satin Quentin Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,322,10
T440.508.002,012611520556,American Standard T440.508.002,American Standard T440.508.002 Chrome Quentin Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,274,10
T440.508.224,012611520587,American Standard T440.508.224,American Standard T440.508.224 Oil Rubbed Bronze Quentin Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,384,10
T440.508.295,012611520594,American Standard T440.508.295,American Standard T440.508.295 Satin Quentin Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,384,10
T440.700.002,012611459924,American Standard T440.700.002,American Standard T440.700.002 Chrome Quentin Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,68,10
T440.700.224,012611499647,American Standard T440.700.224,American Standard T440.700.224 Oil Rubbed Bronze Quentin Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T440.700.295,012611459931,American Standard T440.700.295,American Standard T440.700.295 Satin Quentin Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T440.730.002,012611459894,American Standard T440.730.002,American Standard T440.730.002 Chrome Quentin Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,144,10
T440.730.224,012611499630,American Standard T440.730.224,American Standard T440.730.224 Oil Rubbed Bronze Quentin Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T440.730.295,012611459900,American Standard T440.730.295,American Standard T440.730.295 Satin Quentin Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T440.740.002,012611459863,American Standard T440.740.002,American Standard T440.740.002 Chrome Quentin 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,206,10
T440.740.224,012611499623,American Standard T440.740.224,American Standard T440.740.224 Oil Rubbed Bronze Quentin 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,309,10
T440.740.295,012611459870,American Standard T440.740.295,American Standard T440.740.295 Satin Quentin 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,309,10
T480.500.002,012611252709,American Standard T480.500.002,American Standard T480.500.002 Chrome Seva Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,61,10
T480.500.295,012611305573,American Standard T480.500.295,American Standard T480.500.295 Satin Seva Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,92,10
T480.501.002,012611252716,American Standard T480.501.002,American Standard T480.501.002 Chrome Seva Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,98,10
T480.501.295,012611305559,American Standard T480.501.295,American Standard T480.501.295 Satin Seva Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,148,10
T480.502.002,012611252730,American Standard T480.502.002,American Standard T480.502.002 Chrome Seva Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,122,10
T480.502.295,012611305542,American Standard T480.502.295,American Standard T480.502.295 Satin Seva Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,182,10
T480.507.002,012611417696,American Standard T480.507.002,American Standard T480.507.002 Chrome Seva Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,121,10
T480.507.295,012611417702,American Standard T480.507.295,American Standard T480.507.295 Satin Seva Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,167,10
T480.508.002,012611417719,American Standard T480.508.002,American Standard T480.508.002 Chrome Seva Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,146,10
T480.508.295,012611417726,American Standard T480.508.295,American Standard T480.508.295 Satin Seva Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,208,10
T506.430.002,012611431913,American Standard T506.430.002,American Standard T506.430.002 Chrome Moments Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,95,10
T506.500.002,012611411601,American Standard T506.500.002,American Standard T506.500.002 Chrome Moments Valve Trim Kit Only ,American Standard,Ground,0,231,10
T506.501.002,012611411649,American Standard T506.501.002,American Standard T506.501.002 Chrome Moments Shower Trim Kit Only,American Standard,Ground,0,319,10
T506.502.002,012611411656,American Standard T506.502.002,American Standard T506.502.002 Chrome Moments Bath/Shower Trim Kit,American Standard,Ground,0,355,10
T506.507.002,012611469589,American Standard T506.507.002,American Standard T506.507.002 Chrome Moments Flowise Shower Trim Kit Only,American Standard,Ground,0,319,10
T506.508.002,012611469565,American Standard T506.508.002,American Standard T506.508.002 Chrome Moments Flowise Bath/Shower Trim Kit,American Standard,Ground,0,355,10
T506.700.002,012611411670,American Standard T506.700.002,American Standard T506.700.002 Chrome Moments Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,71,10
T506.730.002,012611411700,American Standard T506.730.002,American Standard T506.730.002 Chrome Moments Cenrtal Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,1,151,10
T506.740.002,012611431951,American Standard T506.740.002,American Standard T506.740.002 ChromecMoments 2-Handle Thermostat Trim Kit with Metal Handles,American Standard,Ground,0,216,10
T508.500.002,012611382543,American Standard T508.500.002,American Standard T508.500.002 Chrome Princeton Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,58,10
T508.500.224,012611501579,American Standard T508.500.224,American Standard T508.500.224 Oil Rubbed Bronze Princeton Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,85,10
T508.500.295,012611383403,American Standard T508.500.295,American Standard T508.500.295 Satin Princeton Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,85,10
T508.501.002,012611382536,American Standard T508.501.002,American Standard T508.501.002 Chrome Princeton Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,90,10
T508.501.224,012611501586,American Standard T508.501.224,American Standard T508.501.224 Oil Rubbed Bronze Princeton Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,127,10
T508.501.295,012611382291,American Standard T508.501.295,American Standard T508.501.295 Satin Princeton Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,127,10
