model,UPC,short_name,long_name,brand,shipping_type,quantity,list,Shipping Cost
7005.801.002,012611418075,American Standard 7005.801.002,American Standard 7005.801.002 Chrome Copeland Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,333,11
7005.801.224,012611502002,American Standard 7005.801.224,American Standard 7005.801.224 Oil Rubbed Bronze Copeland Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,499,11
7005.801.295,012611418099,American Standard 7005.801.295,American Standard 7005.801.295 Satin Copeland Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,499,11
7005.900.002,012611418105,American Standard 7005.900.002,American Standard 7005.900.002 Chrome Copeland Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,468,11
7005.900.224,012611502026,American Standard 7005.900.224,American Standard 7005.900.224 Oil Rubbed Bronze Copeland Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,701,11
7005.900.295,012611418129,American Standard 7005.900.295,American Standard 7005.900.295 Satin Copeland Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,701,11
7005.901.002,012611418136,American Standard 7005.901.002,American Standard 7005.901.002 Chrome Copeland Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,1,585,11
7005.901.224,012611502033,American Standard 7005.901.224,American Standard 7005.901.224 Oil Rubbed Bronze Copeland Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,0,878,11
7005.901.295,012611418150,American Standard 7005.901.295,American Standard 7005.901.295 Satin Copeland Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,2,878,11
7010.201.002,012611418167,American Standard 7010.201.002,American Standard 7010.201.002 Chrome Green Tea Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,307,11
7010.201.075,012611418174,American Standard 7010.201.075,American Standard 7010.201.075 Stainless Steel Green Tea Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,459,11
7010.801.002,012611418181,American Standard 7010.801.002,"American Standard 7010.801.002 Chrome Green Tea Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles, Metal Speed Connect Pop-Up Drain, and Pull Out Spout",American Standard,Ground,2,445,11
7010.801.075,012611418198,American Standard 7010.801.075,"American Standard 7010.801.075 Stainless Steel Green Tea Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles, Metal Speed Connect Pop-Up Drain, and Pull Out Spout",American Standard,Ground,0,666,11
7010.900.002,012611418204,American Standard 7010.900.002,American Standard 7010.900.002 Chrome Green Tea Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,613,11
7010.900.075,012611418211,American Standard 7010.900.075,American Standard 7010.900.075 Stainless Steel Green Tea Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,919,11
7010.901.002,012611418228,American Standard 7010.901.002,American Standard 7010.901.002 Chrome Green Tea Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,0,724,11
7010.901.075,012611418235,American Standard 7010.901.075,American Standard 7010.901.075 Stainless Steel Green Tea Deck-Mount 2.5 GPM Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,1,1087,11
7038.101.002,012611523601,American Standard 7038.101.002,American Standard 7038.101.002 Chrome Tropic Monoblock 1.5 GPM Lavatory Faucet with Pull-Out Spout and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,189,11
7038.101.295,012611523618,American Standard 7038.101.295,American Standard 7038.101.295 Satin Tropic Monoblock 1.5 GPM Lavatory Faucet with Pull-Out Spout and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,284,11
7038.201.002,012611399985,American Standard 7038.201.002,American Standard 7038.201.002 Chrome Tropic Centerset 1.5 GPM Lavatory Faucet with Metal Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,197,11
7038.201.295,012611399992,American Standard 7038.201.295,American Standard 7038.201.295 Satin Tropic Centerset 1.5 GPM Lavatory Faucet with Metal Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,275,11
7038.801.002,012611400049,American Standard 7038.801.002,American Standard 7038.801.002 Chrome Tropic Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,318,11
7038.801.295,012611400056,American Standard 7038.801.295,American Standard 7038.801.295 Satin Tropic Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,444,11
7055.105.002,012611500763,American Standard 7055.105.002,American Standard 7055.105.002 Chrome Battery Powered Selectronic Intergrated 0.5 GPM Faucet,American Standard,Ground,0,604,10
7055.115.002,012611500800,American Standard 7055.115.002,American Standard 7055.115.002 Chrome Battery Powered Selectronic Intergrated 1.5 GPM Faucet with Adjustable Stream Direction,American Standard,Ground,0,604,10
7055.205.002,012611500787,American Standard 7055.205.002,American Standard 7055.205.002 Chrome Battery Powered Selectronic Intergrated 0.5 GPM Faucet with Above-Deck Mixing,American Standard,Ground,0,668,10
7055.215.002,012611500824,American Standard 7055.215.002,American Standard 7055.215.002 Chrome Battery Powered Selectronic Intergrated 1.5 GPM Faucet with Above-Deck Mixing,American Standard,Ground,0,668,10
7056.105.002,012611500770,American Standard 7056.105.002,American Standard 7056.105.002 Chrome AC Powered Selectronic Intergrated 0.5 GPM Faucet,American Standard,Ground,0,632,10
7056.115.002,012611500817,American Standard 7056.115.002,American Standard 7056.115.002 Chrome AC Powered Selectronic Intergrated Faucet 0.5 GPM with Adjustable Stream Direction,American Standard,Ground,0,632,10
7056.205.002,012611500794,American Standard 7056.205.002,American Standard 7056.205.002 Chrome AC Powered Selectronic Intergrated 0.5 GPM Faucet with Above-Deck Mixing,American Standard,Ground,0,696,10
7056.215.002,012611500831,American Standard 7056.215.002,American Standard 7056.215.002 Chrome AC Powered Selectronic Intergrated 1.5 GPM Faucet with Above-Deck Mixing,American Standard,Ground,0,696,10
7057.105.002,012611513558,American Standard 7057.105.002,American Standard 7057.105.002 Chrome Multi-AC Powered Selectronic Intergrated 0.5 GPM Faucet,American Standard,Ground,0,632,10
7057.115.002,012611513565,American Standard 7057.115.002,American Standard 7057.115.002 Chrome Multi-AC Powered Selectronic Intergrated 1.5 GPM Faucet with Adjustable Stream Direction,American Standard,Ground,0,632,10
7057.205.002,012611513572,American Standard 7057.205.002,American Standard 7057.205.002 Chrome Multi-AC Powered Selectronic Intergrated 0.5 GPM Faucet with Above-Deck Mixing,American Standard,Ground,0,696,10
7057.215.002,012611513589,American Standard 7057.215.002,American Standard 7057.215.002 Chrome Multi-AC Powered Selectronic Intergrated 1.5 GPM Faucet with Above-Deck Mixing and Adjustable Stream Direction,American Standard,Ground,0,696,10
7059.105.002,012611513510,American Standard 7059.105.002,American Standard 7059.105.002 Chrome Hard-Wired AC Powered Selectronic Intergrated 0.5 GPM Faucet,American Standard,Ground,0,632,10
7059.115.002,012611513527,American Standard 7059.115.002,American Standard 7059.115.002 Chrome Hard-Wired AC Powered Selectronic Intergrated 1.5 GPM Faucet with Adjustable Stream Direction,American Standard,Ground,0,632,10
7059.205.002,012611513534,American Standard 7059.205.002,American Standard 7059.205.002 Chrome Hard-Wired AC Selectronic Intergrated 0.5 GPM Faucet with Above-Deck Mixing,American Standard,Ground,0,696,10
7059.215.002,012611513541,American Standard 7059.215.002,American Standard 7059.215.002 Chrome Hard-Wired AC Selectronic Intergrated 1.5 GPM Faucet with Above-Deck Mixing and Adjustable Stream Direction,American Standard,Ground,0,696,10
705P.400.002,012611500848,American Standard 705P.400.002,American Standard 705P.400.002 Chrome 4-in Deck Plate for Selectronic Faucets Only,American Standard,Ground,0,59,8
7100.241H.002,012611181016,American Standard 7100.241H.002,American Standard 7100.241H.002 Chrome Heritage 2.2 GPM Bar Faucet with One Lever Handle,American Standard,Ground,3,147,10
7100.271H.002,012611181078,American Standard 7100.271H.002,American Standard 7100.271H.002 ChromeHeritage 2.2 GPM Bar Faucet with One Wrist Blade Handle,American Standard,Ground,0,166,10
7184.101.002,012611525414,American Standard 7184.101.002,American Standard 7184.101.002 Chrome Times Square Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,227,11
7184.101.295,012611525421,American Standard 7184.101.295,American Standard 7184.101.295 Satin Times Square Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,317,11
7184.801.002,012611525438,American Standard 7184.801.002,American Standard 7184.801.002 Chrome Times Square Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,381,11
7184.801.295,012611525445,American Standard 7184.801.295,American Standard 7184.801.295 Satin Times Square Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,534,11
7184.851.002,012611525667,American Standard 7184.851.002,American Standard 7184.851.002 Chrome Times Square Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,381,11
7184.851.295,012611525674,American Standard 7184.851.295,American Standard 7184.851.295 Satin Times Square Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,534,11
7184.901.002,012611525391,American Standard 7184.901.002,American Standard 7184.901.002 Chrome Times Square Deck-Mount 2.5 GPM Tub Filler with Personal Handshower and Metal Lever Handles,American Standard,Ground,0,720,11
7184.901.295,012611525407,American Standard 7184.901.295,American Standard 7184.901.295 Satin Times Square Deck-Mount 2.5 GPM Tub Filler with Personal Handshower and Metal Lever Handles,American Standard,Ground,0,1008,11
7186.901.295,012611559341,American Standard 7186.901.295,American Standard 7186.901.295 Satin Fluent Deck-Mount 1.5 GPM Tub Filler with Personal Handshower and Metal Lever Handles,American Standard,Ground,0,979,11
7230.000.002,012611180620,American Standard 7230.000.002,American Standard 7230.000.002 Chrome Heritage 2.2 GPM Kitchen Gooseneck Faucet with No Handles and No Sprayer,American Standard,Ground,0,266,11
7231.000.002,012611180675,American Standard 7231.000.002,American Standard 7231.000.002 Chrome Heritage 2.2 GPM Kitchen Gooseneck Faucet with Color Matched Sprayer,American Standard,Ground,0,311,11
7271.000.002,012611180583,American Standard 7271.000.002,American Standard 7271.000.002 Chrome Heritage Kitchen Faucet with Color-Matched Sprayer less Handles,American Standard,Ground,0,270,11
7292.152.002,012611181252,American Standard 7292.152.002,American Standard 7292.152.002 Chrome Heritage Wall Mount 2.2 GPM Service Sink Faucet with Metal Lever Handles,American Standard,Ground,0,318,11
7293.152.002,012611327186,American Standard 7293.152.002,American Standard 7293.152.002 Chrome Heritage Wall Mount 2.2 GPM Service Sink Faucet with Gooseneck Swivel Spout and Metal Lever Handles ,American Standard,Ground,0,320,11
7293.172H.002,012611474934,American Standard 7293.172H.002,American Standard 7293.172H.002 Chrome Heritage Wall Mount 2.2 GPM Service Sink Faucet with Gooseneck Swivel Spout and Wrist Blade Handles ,American Standard,Ground,0,320,11
7293.252.002,012611327193,American Standard 7293.252.002,American Standard 7293.252.002 Chrome Heritage Wall-Mount 2.2 GPM Sink Faucet with Gooseneck Swivel Spout and Porcelain Lever Handles,American Standard,Ground,0,343,11
7295.152.002,012611181207,American Standard 7295.152.002,American Standard 7295.152.002 Chrome Heritage Wall Mount 2.2 GPM Service Sink Faucet with Lever Handles and Soap Dish,American Standard,Ground,0,331,11
7295.252.002,012611269905,American Standard 7295.252.002,"American Standard 7295.252.002 Chrome Heritage Wall-Mount 2.2 GPM Sink Faucet with Porcelain Lever Handles, Swivel Spout, and Soap Dish",American Standard,Ground,0,354,11
7298.152.002,012611181221,American Standard 7298.152.002,American Standard 7298.152.002 Chrome Heritage Wall Mount 2.2 GPM Service Sink Faucet with Metal Lever Handles,American Standard,Ground,1,301,11
7298.252.002,012611268618,American Standard 7298.252.002,American Standard 7298.252.002 Chrome Heritage Wall-Mount 2.2 GPM Sink Faucet with Swivel Spout and Porcelain Lever Handles,American Standard,Ground,1,322,11
7385.000.002,012611399855,American Standard 7385.000.002,American Standard 7385.000.002 Chrome Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,4,149,11
7385.000.295,012611399862,American Standard 7385.000.295,American Standard 7385.000.295 Satin Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,2,208,11
7385.003.002,012611416071,American Standard 7385.003.002,American Standard 7385.003.002 Chrome Reliant 3 Centerset 1.5 GPM Lavatory Faucet with Grid Drain,American Standard,Ground,0,142,11
7385.003.295,012611417603,American Standard 7385.003.295,American Standard 7385.003.295 Satin Reliant 3 Centerset 1.5 GPM Lavatory Faucet with Grid Drain,American Standard,Ground,1,198,11
7385.004.002,012611399879,American Standard 7385.004.002,American Standard 7385.004.002 Chrome Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,3,125,11
7385.004.295,012611399886,American Standard 7385.004.295,American Standard 7385.004.295 Satin Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,0,179,11
7385.007.002,012611520082,American Standard 7385.007.002,American Standard 7385.007.002 Chrome Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,0,125,11
7385.008.002,012611485923,American Standard 7385.008.002,American Standard 7385.008.002 Chrome Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,147,11
7385.008.295,012611488641,American Standard 7385.008.295,American Standard 7385.008.295 Satin Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,212,11
7385.040.002,012611436765,American Standard 7385.040.002,American Standard 7385.040.002 Chrome Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,175,11
7385.040.295,012611437120,American Standard 7385.040.295,American Standard 7385.040.295 Satin Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,246,11
7385.043.002,012611437267,American Standard 7385.043.002,American Standard 7385.043.002 Chrome Reliant 3 Centerset Lavatory Faucet with Grid Drain,American Standard,Ground,0,175,11
7385.043.295,012611437281,American Standard 7385.043.295,American Standard 7385.043.295 Satin Reliant 3 Centerset Lavatory Faucet with Grid Drain,American Standard,Ground,0,246,11
7385.044.002,012611437113,American Standard 7385.044.002,American Standard 7385.044.002 Chrome Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,0,160,11
7385.044.295,012611437137,American Standard 7385.044.295,American Standard 7385.044.295 Satin Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,0,220,11
7385.045.002,012611437144,American Standard 7385.045.002,American Standard 7385.045.002 Chrome Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,178,11
7385.045.295,012611437298,American Standard 7385.045.295,American Standard 7385.045.295 Satin Reliant 3 Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,251,11
7385.046.002,012611437151,American Standard 7385.046.002,American Standard 7385.046.002 Chrome Reliant 3 Centerset Lavatory Faucet with Grid Drain,American Standard,Ground,0,178,11
7385.046.295,012611437601,American Standard 7385.046.295,American Standard 7385.046.295 Satin Reliant 3 Centerset Lavatory Faucet with Grid Drain,American Standard,Ground,0,251,11
7385.047.002,012611437274,American Standard 7385.047.002,American Standard 7385.047.002 Chrome Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,0,161,11
7385.047.295,012611437618,American Standard 7385.047.295,American Standard 7385.047.295 Satin Reliant 3 Centerset Lavatory Faucet,American Standard,Ground,0,226,11
7385.050.002,012611497735,American Standard 7385.050.002,American Standard 7385.050.002 Chrome Reliant 3 Centerset Lavatory 0.5 GPM Faucet,American Standard,Ground,0,128,11
7385.050.295,012611497742,American Standard 7385.050.295,American Standard 7385.050.295 Satin Reliant 3 Centerset Lavatory 0.5 GPM Faucet,American Standard,Ground,0,184,11
7385.053.002,012611534317,American Standard 7385.053.002,American Standard 7385.053.002 Chrome Reliant 3 Centerset 0.5 GPM Lavatory Faucet with Grid Drain,American Standard,Ground,0,145,11
7385.053.295,012611534324,American Standard 7385.053.295,American Standard 7385.053.295 Satin Reliant 3 Centerset 0.5 GPM Lavatory Faucet with Grid Drain,American Standard,Ground,0,203,11
7400.000.002,012611179297,American Standard 7400.000.002,American Standard 7400.000.002 Chrome Heritage Centerset 1.5 GPM Lavatory Faucet with Gooseneck Spout without Handles,American Standard,Ground,4,159,11
7400.172H.002,012611179372,American Standard 7400.172H.002,American Standard 7400.172H.002 Chrome Heritage Centerset Faucet with Gooseneck Spout and Wrist Blade Handles,American Standard,Ground,0,233,11
7400.172V.002,012611179457,American Standard 7400.172V.002,American Standard 7400.172V.002 Chrome Heritage Vandal-Resistant Centerset Faucet with Gooseneck Spout and Wrist Blade Handles,American Standard,Ground,0,244,11
7401.000.002,012611178948,American Standard 7401.000.002,American Standard 7401.000.002 Chrome Heritage Centerset 1.5 GPM Lavatory Faucet with Gooseneck Spout and Metal Pop-Up Drain without Handles,American Standard,Ground,1,231,11
7402.000.002,012611179471,American Standard 7402.000.002,American Standard 7402.000.002 Chrome Heritage Centerset 1.5 GPM Lavatory Faucet with Gooseneck Spout and Grid Drain without Handles,American Standard,Ground,0,182,11
7411.712.002,012611158629,American Standard 7411.712.002,American Standard 7411.712.002 Chrome Hampton Centerset 1.5 GPM Lavatory Faucet with Porcelain Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,2,292,11
7411.732.002,012611158759,American Standard 7411.732.002,American Standard 7411.732.002 Chrome Hampton Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,292,11
7411.732.295,012611257124,American Standard 7411.732.295,American Standard 7411.732.295 Satin Hampton Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,439,11
7415.101.002,012611460975,American Standard 7415.101.002,American Standard 7415.101.002 Chrome Portsmouth Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,211,11
7415.101.224,012611470226,American Standard 7415.101.224,American Standard 7415.101.224 Oil Rubbed Bronze Portsmouth Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,317,11
7415.101.295,012611460982,American Standard 7415.101.295,American Standard 7415.101.295 Satin Portsmouth Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,296,11
7415.201.002,012611461019,American Standard 7415.201.002,American Standard 7415.201.002 Chrome Portsmouth Centerset Lavatory Faucet with Metal Lever Handles with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,193,11
7415.201.224,012611470240,American Standard 7415.201.224,American Standard 7415.201.224 Oil Rubbed Bronze Portsmouth Centerset Lavatory Faucet with Metal Lever Handles with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,291,11
7415.201.295,012611474651,American Standard 7415.201.295,American Standard 7415.201.295 Satin Portsmouth Centerset Lavatory Faucet with Metal Lever Handles with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,272,11
7415.221.002,012611461057,American Standard 7415.221.002,American Standard 7415.221.002 Chrome Portsmouth Centerset Lavatory Faucet with Metal Cross Handles with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,193,11
7415.221.224,012611470257,American Standard 7415.221.224,American Standard 7415.221.224 Oil Rubbed Bronze Portsmouth Centerset Lavatory Faucet with Metal Cross Handles with Metal Speed Connect Pop-Up Drain,American Standard,Ground,3,291,11
7415.221.295,012611461064,American Standard 7415.221.295,American Standard 7415.221.295 Satin Portsmouth Centerset Lavatory Faucet with Metal Cross Handles with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,272,11
7415.801.002,012611461095,American Standard 7415.801.002,American Standard 7415.801.002 Chrome Portsmouth Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,296,11
7415.801.224,012611470141,American Standard 7415.801.224,American Standard 7415.801.224 Oil Rubbed Bronze Portsmouth Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,445,11
7415.801.295,012611461101,American Standard 7415.801.295,American Standard 7415.801.295 Satin Portsmouth Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,415,11
7415.821.002,012611461132,American Standard 7415.821.002,American Standard 7415.821.002 Chrome Portsmouth Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,287,11
7415.821.224,012611470158,American Standard 7415.821.224,American Standard 7415.821.224 Oil Rubbed Bronze Portsmouth Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,432,11
7415.821.295,012611461149,American Standard 7415.821.295,American Standard 7415.821.295 Satin Portsmouth Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,403,11
7420.101.002,012611460012,American Standard 7420.101.002,American Standard 7420.101.002 Chrome Portsmouth Monoblock Lavatory Faucet with Speed Connect Pop-Up Drain,American Standard,Ground,0,237,11
7420.101.224,012611470233,American Standard 7420.101.224,American Standard 7420.101.224 Oil Rubbed Bronze Portsmouth Monoblock Lavatory Faucet with Speed Connect Pop-Up Drain,American Standard,Ground,0,356,11
7420.101.295,012611460029,American Standard 7420.101.295,American Standard 7420.101.295 Satin Portsmouth Monoblock Lavatory Faucet with Speed Connect Pop-Up Drain,American Standard,Ground,1,333,11
7420.101P.002,012611487408,American Standard 7420.101P.002,American Standard 7420.101P.002 Chrome Escutcheon Plate Only,American Standard,Ground,0,35,6
7420.101P.224,012611487415,American Standard 7420.101P.224,American Standard 7420.101P.224 Oil Rubbed Bronze Escutcheon Plate Only,American Standard,Ground,0,53,6
7420.101P.295,012611487422,American Standard 7420.101P.295,American Standard 7420.101P.295 Satin Escutcheon Plate Only,American Standard,Ground,0,53,6
7420.201.002,012611460050,American Standard 7420.201.002,American Standard 7420.201.002 Chrome Portsmouth Centerset Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,193,11
7420.201.224,012611470264,American Standard 7420.201.224,American Standard 7420.201.224 Oil Rubbed Bronze Portsmouth Centerset Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,291,11
7420.201.295,012611460067,American Standard 7420.201.295,American Standard 7420.201.295 Satin Portsmouth Centerset Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,272,11
7420.221.002,012611460098,American Standard 7420.221.002,American Standard 7420.221.002 Chrome Portsmouth Centerset Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,193,11
7420.221.224,012611470271,American Standard 7420.221.224,American Standard 7420.221.224 Oil Rubbed Bronze Portsmouth Centerset Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,291,11
7420.221.295,012611460104,American Standard 7420.221.295,American Standard 7420.221.295 Satin Portsmouth Centerset Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,272,11
7420.801.002,012611460142,American Standard 7420.801.002,American Standard 7420.801.002 Chrome Portsmouth Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,287,11
7420.801.224,012611470165,American Standard 7420.801.224,American Standard 7420.801.224 Oil Rubbed Bronze Portsmouth Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,432,11
7420.801.295,012611460159,American Standard 7420.801.295,American Standard 7420.801.295 Satin Portsmouth Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,403,11
7420.821.002,012611460234,American Standard 7420.821.002,American Standard 7420.821.002 Chrome Portsmouth Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,287,11
7420.821.224,012611470172,American Standard 7420.821.224,American Standard 7420.821.224 Oil Rubbed Bronze Portsmouth Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,432,11
7420.821.295,012611460241,American Standard 7420.821.295,American Standard 7420.821.295 Satin Portsmouth Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,403,11
7420.900.002,012611460272,American Standard 7420.900.002,American Standard 7420.900.002 Chrome Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,424,11
7420.900.224,012611470189,American Standard 7420.900.224,American Standard 7420.900.224 Oil Rubbed Bronze Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,637,11
7420.900.295,012611460289,American Standard 7420.900.295,American Standard 7420.900.295 Satin Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,594,11
7420.901.002,012611460357,American Standard 7420.901.002,American Standard 7420.901.002 Chrome Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles and Handshower,American Standard,Ground,0,584,11
7420.901.224,012611470202,American Standard 7420.901.224,American Standard 7420.901.224 Oil Rubbed Bronze Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles and Handshower,American Standard,Ground,0,876,11
7420.901.295,012611460364,American Standard 7420.901.295,American Standard 7420.901.295 Satin Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles and Handshower,American Standard,Ground,0,817,11
7420.920.002,012611460319,American Standard 7420.920.002,American Standard 7420.920.002 Chrome Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Cross Handles,American Standard,Ground,0,424,11
7420.920.224,012611470196,American Standard 7420.920.224,American Standard 7420.920.224 Oil Rubbed Bronze Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Cross Handles,American Standard,Ground,0,637,11
7420.920.295,012611460326,American Standard 7420.920.295,American Standard 7420.920.295 Satin Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Cross Handles,American Standard,Ground,0,594,11
7420.921.002,012611460395,American Standard 7420.921.002,American Standard 7420.921.002 Chrome Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Cross Handles and Handshower,American Standard,Ground,0,584,11
7420.921.224,012611470219,American Standard 7420.921.224,American Standard 7420.921.224 Oil Rubbed Bronze Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Cross Handles and Handshower,American Standard,Ground,0,876,11
7420.921.295,012611460401,American Standard 7420.921.295,American Standard 7420.921.295 Satin Portsmouth Deck-Mount 1.5 GPM Tub Filler with Metal Cross Handles and Handshower,American Standard,Ground,0,817,11
7430.101.002,012611458484,American Standard 7430.101.002,American Standard 7430.101.002 Chrome Berwick Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,308,11
7430.101.295,012611458491,American Standard 7430.101.295,American Standard 7430.101.295 Satin Berwick Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,432,11
